schluessel;kurzform;anzeigeform;langform
28222510;TMNHTL;Textil- und Modenäher/in;Textil- und Modenäher/in
43102022-SD;FISÖIK;Fachinformatiker/in FR Systemintegration Öffentlic;Fachinformatiker/in FR Systemintegration Öffentlicher Dienst ausgelaufener Beruf
71402001;BFH;Bürofachhelfer/Bürofachhelferin;Bürofachhelfer/Bürofachhelferin
99999004;FSAW-GBZ;FS Agrarwirtsch. Fr Gartenbau Sp Zierpflanzen (1J);FS Agrarwirtsch. Fr Gartenbau Sp Zierpflanzen (1J)
12102002;HGB;Helfer im Gartenbau/Helferin im Gartenbau;Helfer im Gartenbau/Helferin im Gartenbau
26252310;EBTHME;Elektroniker/in für Betriebstechnik Handwerk;Elektroniker/in für Betriebstechnik Handwerk
26312002;ELIS;Elektroniker für Informations- und Systemtechnik/E;Elektroniker für Informations- und Systemtechnik/Elektronikerin für Informations- und Systemtechnik
34213310-DS;ASHDSHGV;Anlagenmechaniker/in für Sanitär-, Heizungs- und K;Anlagenmechaniker/in für Sanitär-, Heizungs- und Klimatechnik + duales Studium Handwerk
99999087;HBF_HM;Staatl. gepr. Assistent/in für Hotelmanagement;Staatl. gepr. Assistent/in für Hotelmanagement
34332010-AV;FKVIGV;Fachkraft für Kreislauf- und Abfallwirtschaft SP A;Fachkraft für Kreislauf- und Abfallwirtschaft SP Abfallverwertung und -behandlung Industrie
26222001;ELMA;Elektroniker/Elektronikerin für Maschinen und Antr;Elektroniker/Elektronikerin für Maschinen und Antriebstechnik
26212390;FEEGHME;Fachpraktiker/in für Elektronik FR Energie- und Ge;Fachpraktiker/in für Elektronik FR Energie- und Gebäudetechnik (§42r HwO)
22102347-KF;VKKHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Kunststofffenster Handwerk
33242310;FHBHAB;Fachkraft für Holz- und Bautenschutzarbeiten Handw;Fachkraft für Holz- und Bautenschutzarbeiten Handwerk
33302010-TB;AAIABTB;Ausbaufacharbeiter/in SP Trockenbauarbeiten;Ausbaufacharbeiter/in SP Trockenbauarbeiten
93622010;HIMIPK;Holzblasinstrumentenmacher/in Industrie;Holzblasinstrumentenmacher/in Industrie
26322003-MT;MT-MS;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Mik;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Mikrosystemtechnik
73213723-DS;SODSLÖRV;Sozialversicherungsfachangestellte/r + duales Stud;Sozialversicherungsfachangestellte/r + duales Studium FR Landwirtschaftliche Sozialversicherung Handwerk
93422020;MPMIPK;Manufakturporzellanmaler/in;Manufakturporzellanmaler/in
22302005;HV;Holzverarbeiter/Holzverarbeiterin;Holzverarbeiter/Holzverarbeiterin
21332010;LGIRK;Leuchtröhrenglasbläser/in;Leuchtröhrenglasbläser/in
23212389;MDPHPD;Mediengestalter/in Digital und Print (ohne FR-Anga;Mediengestalter/in Digital und Print (ohne FR-Angabe) Handwerk
24232002;FPZT;Fachpraktiker für Zerspanungstechnik/Fachpraktiker;Fachpraktiker für Zerspanungstechnik/Fachpraktikerin für Zerspanungstechnik
24522330;CMHMM;Chirurgiemechaniker/in;Chirurgiemechaniker/in
29132001;BRN;Brenner/Brennerin;Brenner/Brennerin
24512004-MB;FWM-MB;Feinwerkmechaniker/Feinwerkmechanikerin - Schwerpu;Feinwerkmechaniker/Feinwerkmechanikerin - Schwerpunkt Maschinenbau
73212002;SOFA-AK;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Allgemeine Krankenversicherung
73213724-DS;SODSRÖRV;Sozialversicherungsfachangestellte/r + duales Stud;Sozialversicherungsfachangestellte/r + duales Studium FR Gesetzliche Rentenversicherung Handwerk
32142004-DT;DD-DT;Dachdecker/Dachdeckerin - Schwerpunkt Dachdeckungs;Dachdecker/Dachdeckerin - Schwerpunkt Dachdeckungstechnik
41422042;WPKIMB;Werkstoffprüfer/in FR Kunststofftechnik (Industrie;Werkstoffprüfer/in FR Kunststofftechnik (Industrie)
72132029;KVFIFR;Kaufmann/Kauffrau für Versicherungen und Finanzen ;Kaufmann/Kauffrau für Versicherungen und Finanzen (ohne FR-Angabe) Industrie
32202007-SB;FPE-SB;Fachpraktiker für Tiefbau/Fachpraktikerin für Tief;Fachpraktiker für Tiefbau/Fachpraktikerin für Tiefbau - Schwerpunkt Straßenbauarbeiten
62302370;FPFHVB;Fachpraktiker/in für Fachverkauf im Lebensmittelha;Fachpraktiker/in für Fachverkauf im Lebensmittelhandwerk (§42r HwO)
11222614;TWGLLF;Tierwirt/in FR Geflügelhaltung;Tierwirt/in FR Geflügelhaltung
12112614;GAULGF;Gärtner/in FR Gemüsebau;Gärtner/in FR Gemüsebau
26223020-DS;EMADSIME;Elektroniker/in für Maschinen- und Antriebstechnik;Elektroniker/in für Maschinen- und Antriebstechnik + duales Studium Industrie
23412003;MTD;Medientechnologe Druck/Medientechnologin Druck;Medientechnologe Druck/Medientechnologin Druck
73112870;RFFRV;Rechtsanwaltsfachangestellte/r;Rechtsanwaltsfachangestellte/r
73212011-RV;SOFA-RV;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Gesetzliche Rentenversicherung
99000400;PKT;Praktikant/Praktikantin;Praktikant/Praktikantin
61142020;FASIEH;Fachkraft für Automatenservice;Fachkraft für Automatenservice
21222340;WSTHRK;Werksteinhersteller/in;Werksteinhersteller/in
29122310;WKHLM;Weinküfer/in;Weinküfer/in
53342010;SBISU;Schädlingsbekämpfer/in;Schädlingsbekämpfer/in
25252341;ZTFIMF;Zweiradmechatroniker/in FR Fahrradtechnik Industri;Zweiradmechatroniker/in FR Fahrradtechnik Industrie
29262020;SWTILM;Süßwarentechnologe/-technologin Industrie;Süßwarentechnologe/-technologin Industrie
22102342;VKHHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Halbzeuge Handwerk
26252002-BT;IEL-BT;Industrieelektriker/Industrieelektrikerin - Fachri;Industrieelektriker/Industrieelektrikerin - Fachrichtung Betriebstechnik
26212360;IEHME;Installationspraktiker/in Elektrotechnik (§42r HwO;Installationspraktiker/in Elektrotechnik (§42r HwO)
26252079;IEIME;Industrieelektriker/in (ohne FR-Angabe);Industrieelektriker/in (ohne FR-Angabe)
22103345-BT;VKDSBH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Bauteile Handwerk
22352010;FWGIKH;Flechtwerkgestalter/in Industrie;Flechtwerkgestalter/in Industrie
72132002-VS;FVF-VS;Kaufmann für Versicherungen und Finanzen/Kauffrau ;Kaufmann für Versicherungen und Finanzen/Kauffrau für Versicherungen und Finanzen - Fachrichtung Versicherung
22103054;VKDSCMI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktech.+dual. Stud. FR Compound- und Masterbatchherst. Industrie
26113310-DH;MCDSHME;Mechatroniker/in + duales Studium Handwerk;Mechatroniker/in + duales Studium Handwerk
32202006-SB;TBFA-SB;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwer;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwerpunkt Straßenbauarbeiten
99999021;FSTe-AT-PDA;FS Te Fr Automatisierungst. Sp Produktionsautomat.;FS Te Fr Automatisierungst. Sp Produktionsautomat.
33322320;ZIHAB;Zimmerer/Zimmerin Handwerk;Zimmerer/Zimmerin Handwerk
41432010-AT;BSAIMB;Baustoffprüfer/in FR Asphalttechnik;Baustoffprüfer/in FR Asphalttechnik
21332021;TMBIRK;Thermometermacher/in FR Thermometerblasen;Thermometermacher/in FR Thermometerblasen
93332004-ES;DR-ES;Drechsler (Elfenbeinschnitzer)/Drechslerin (Elfenb;Drechsler (Elfenbeinschnitzer)/Drechslerin (Elfenbeinschnitzerin) - Fachrichtung Elfenbeinschnitzen
33312002;IFA;Isolierfacharbeiter/Isolierfacharbeiterin;Isolierfacharbeiter/Isolierfacharbeiterin
29202001;FKLT;Fachkraft für Lebensmitteltechnik;Fachkraft für Lebensmitteltechnik
29252001;MIT;Milchtechnologe/Milchtechnologin;Milchtechnologe/Milchtechnologin
62532320;MFHHVB;Musikfachhändler/in Handwerk;Musikfachhändler/in Handwerk
26302112;IEGIME;Industrieelektriker/in FR Geräte und Systeme;Industrieelektriker/in FR Geräte und Systeme
32142311;DDDHHT;Dachdecker/in FR Dach-, Wand- und Abdichtungstechn;Dachdecker/in FR Dach-, Wand- und Abdichtungstechnik (ausgelaufener Beruf)
29202002;SEH;Speiseeishersteller/Speiseeisherstellerin;Speiseeishersteller/Speiseeisherstellerin
28332360;SCMHTL;Schuhmacher/in (ausgelaufener Beruf);Schuhmacher/in (ausgelaufener Beruf)
32222020;SBIHT;Straßenbauer/in Industrie;Straßenbauer/in Industrie
22342022-HP;HMHIKH;Holzmechaniker/in FR Bauelemente, Holzpackmittel u;Holzmechaniker/in FR Bauelemente, Holzpackmittel und Rahmen
26312014;FPIT;Fachpraktiker für Informationstechnik/Fachpraktike;Fachpraktiker für Informationstechnik/Fachpraktikerin für Informationstechnik
99999076;FSMst-KFZT;FS Mst Kraftfahrzeugtechniker/-in;FS Mst Kraftfahrzeugtechniker/-in
29142001;FKFT;Fachkraft für Fruchtsafttechnik;Fachkraft für Fruchtsafttechnik
28332001;OSM;Orthopädieschuhmacher/Orthopädieschuhmacherin;Orthopädieschuhmacher/Orthopädieschuhmacherin
72122010;IVKIFR;Investmentfondskaufmann/-kauffrau;Investmentfondskaufmann/-kauffrau
93652012;OHPIPK;Orgel- und Harmoniumbauer/in FR Pfeifenbau Industr;Orgel- und Harmoniumbauer/in FR Pfeifenbau Industrie
22103342-HZ;VKDSHH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Halbzeuge Handwerk
33212003;FPFZL;Fachpraktiker Fahrzeuglackierer/Fachpraktikerin Fa;Fachpraktiker Fahrzeuglackierer/Fachpraktikerin Fahrzeuglackiererin
27232004-KP;TMB-KP;Technischer Modellbauer/Technische Modellbauerin -;Technischer Modellbauer/Technische Modellbauerin - Fachrichtung Karosserie und Produktion
29262012;FSKILM;Fachkraft für Süßwarentechnik FR Konfekt;Fachkraft für Süßwarentechnik FR Konfekt
23422320-DH;BBDHPD;Buchbinder/in Druckweiterverarbeitung (Serie) Hand;Buchbinder/in Druckweiterverarbeitung (Serie) Handwerk
26322010-MS;MTMIME;Mikrotechnologe/-technologin SP Mikrosystemtechnik;Mikrotechnologe/-technologin SP Mikrosystemtechnik
93512339;MBOFRHPK;Metallbildner/in (ohne FR-Angabe);Metallbildner/in (ohne FR-Angabe)
72132001-VS-DS;KVF-VS-DS;Kaufmann/Kauffrau für Versicherungen und Finanzen ;Kaufmann/Kauffrau für Versicherungen und Finanzen - Fachrichtung Versicherung (+ duales Studium)
21342003-KF;GV-KF;Glasveredler/Glasveredlerin - Fachrichtung Kanten-;Glasveredler/Glasveredlerin - Fachrichtung Kanten- und Flächenveredlung
11602610;WILLF;Winzer/in;Winzer/in
24412383;MBDSMIMM;Metallbauer/in FR Metallgestaltung Handwerk;Metallbauer/in FR Metallgestaltung Handwerk
71402009-DS;KBM-DS;Kaufmann für Büromanagement/Kauffrau für Büromanag;Kaufmann für Büromanagement/Kauffrau für Büromanagement (+ duales Studium)
22302360;HVHKH;Holzverarbeiter/in (§66 BBiG/§42r HwO);Holzverarbeiter/in (§66 BBiG/§42r HwO)
24412122;FKMKI;Fachkraft für Metalltechnik FR Konstruktionstechni;Fachkraft für Metalltechnik FR Konstruktionstechnik (Industrie)
31212001-BV;VMT-BV;Vermessungstechniker/Vermessungstechnikerin - Fach;Vermessungstechniker/Vermessungstechnikerin - Fachrichtung Bergvermessung
26252003-DS;EAM-DS;Elektroanlagenmonteur/Elektroanlagenmonteurin (+ d;Elektroanlagenmonteur/Elektroanlagenmonteurin (+ duales Studium)
27212006-IB;BZ-IB;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurb;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurbau
24412110-MB;MBFIMM;Fachpraktiker/in für Metallbau (§66 BBiG) Industri;Fachpraktiker/in für Metallbau (§66 BBiG) Industrie
63302040;HGITH;Helfer/in im Gastgewerbe (§66 BBiG) (36 Monate);Helfer/in im Gastgewerbe (§66 BBiG) (36 Monate)
11322615;PWTLLF;Pferdewirt/in FR Spezialreitweisen;Pferdewirt/in FR Spezialreitweisen
93632320;MBHPK;Metallblasinstrumentenmacher/in Handwerk;Metallblasinstrumentenmacher/in Handwerk
93522006-ID;DS-ID;Diamantschleifer/Diamantschleiferin - Schwerpunkt ;Diamantschleifer/Diamantschleiferin - Schwerpunkt Industriediamanten
26302060;GSIME;Elektroniker/in für Geräte und Systeme;Elektroniker/in für Geräte und Systeme
33212330;BOSHAB;Bauten- und Objektbeschichter/in (§42r HwO);Bauten- und Objektbeschichter/in (§42r HwO)
27212013-TSL;BZ-TSL;Bauzeichner/Bauzeichnerin - Schwerpunkt Tief-, Str;Bauzeichner/Bauzeichnerin - Schwerpunkt Tief-, Straßen- und Landschaftsbau
93532310-FT;GRFHPK;Graveur/in SP Flachgraviertechnik Handwerk;Graveur/in SP Flachgraviertechnik Handwerk
99999016;FSTe-CT-PT;FS Te Fr Chemietechnik Sp Produktionstechnik;FS Te Fr Chemietechnik Sp Produktionstechnik
22103055;VKDSBI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Bauteile Industrie
82532001;HGA;Hörgeräteakustiker/Hörgeräteakustikerin;Hörgeräteakustiker/Hörgeräteakustikerin
73212725;SOUÖRV;Sozialversicherungsfachangestellte/r FR Gesetzlich;Sozialversicherungsfachangestellte/r FR Gesetzliche Unfallversicherung Öffentlicher Dienst
41422329;WPOFRH;Werkstoffprüfer/in (ohne FR-Angabe) (Handwerk);Werkstoffprüfer/in (ohne FR-Angabe) (Handwerk)
23422020;MTVIPD;Medientechnologe/Medientechnologin Druckverarbeitu;Medientechnologe/Medientechnologin Druckverarbeitung
34332003;FWR;Fachwerker für Recycling/Fachwerkerin für Recyclin;Fachwerker für Recycling/Fachwerkerin für Recycling
22332329;HMAIKH;Holzmechaniker/in (ohne FR-Angabe);Holzmechaniker/in (ohne FR-Angabe)
22103052;VKDSHI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Halbzeuge Industrie
21312030;VMLIRK;Verfahrensmechaniker/in Glastechnik;Verfahrensmechaniker/in Glastechnik
41312030;PHIMB;Pharmakant/in;Pharmakant/in
61213311-DS;KGADSHEH;Kaufmann/Kauffrau im Groß- und Außenhandel + duale;Kaufmann/Kauffrau im Groß- und Außenhandel + duales Studium FR Außenhandel Handwerk
22222010;LLIKH;Lacklaborant/in;Lacklaborant/in
25103310-DS;IMDSHMF;Industriemechaniker/in + duales Studium Handwerk;Industriemechaniker/in + duales Studium Handwerk
27212069;TPDIFP;Technische/r Produktdesigner/in (ohne FR-Angabe);Technische/r Produktdesigner/in (ohne FR-Angabe)
34212003;FPASHK;Fachpraktiker Anlagenmechanik für Sanitär-, Heizun;Fachpraktiker Anlagenmechanik für Sanitär-, Heizungs- und Klimatechnik/Fachpraktikerin Anlagenmechanik für Sanitär-, Heizungs- und Klimatechnik
11322003-SR;PW-SR;Pferdewirt/Pferdewirtin - Fachrichtung Spezialreit;Pferdewirt/Pferdewirtin - Fachrichtung Spezialreitweisen
99999059;FSEH-MHWS;FS Ern/Hws Fr Hws Sp Meister/-in der städt. Hws;FS Ern/Hws Fr Hws Sp Meister/-in der städt. Hws
26212006-EG;EL-EG;Elektroniker/Elektronikerin - Fachrichtung Energie;Elektroniker/Elektronikerin - Fachrichtung Energie- und Gebäudetechnik
23212007-PM;MDP-PM;Mediengestalter Digital und Print/Mediengestalteri;Mediengestalter Digital und Print/Mediengestalterin Digital und Print - Fachrichtung Projektmanagement
24212002-UDT;FKM-UDT;Fachkraft für Metalltechnik - Fachrichtung Umform-;Fachkraft für Metalltechnik - Fachrichtung Umform- und Drahttechnik
99999015;FSTe-CT-LT;FS Te Fr Chemietechnik Sp Labortechnik;FS Te Fr Chemietechnik Sp Labortechnik
25112002-MT;FKM-MT;Fachkraft für Metalltechnik - Fachrichtung Montage;Fachkraft für Metalltechnik - Fachrichtung Montagetechnik
11222001-GH;TW-GH;Tierwirt/Tierwirtin - Fachrichtung Geflügelhaltung;Tierwirt/Tierwirtin - Fachrichtung Geflügelhaltung
23322004-WF;FOG-WF;Fotograf/Fotografin - Schwerpunkt Wissenschaftsfot;Fotograf/Fotografin - Schwerpunkt Wissenschaftsfotografie
73213721-DS;SODSKÖRV;Sozialversicherungsfachangestellte/r + duales Stud;Sozialversicherungsfachangestellte/r + duales Studium FR Allgemeine Krankenversicherung Handwerk
26252080;EAMIME;Elektroanlagenmonteur/in;Elektroanlagenmonteur/in
62302010;FLHIVB;Fachverkäufer/in im Lebensmittelhandwerk;Fachverkäufer/in im Lebensmittelhandwerk
29232320;FFHLM;Fleischerfachwerker/in (§42r HwO);Fleischerfachwerker/in (§42r HwO)
33212350;FWHAB;Fachwerker/in im Maler- und Lackiererhandwerk (§42;Fachwerker/in im Maler- und Lackiererhandwerk (§42r HwO)
28222420-HH;MSHHTL;Maßschneider/in SP Herrenschneiderei;Maßschneider/in SP Herrenschneiderei
33302004;TBM;Trockenbaumonteur/Trockenbaumonteurin;Trockenbaumonteur/Trockenbaumonteurin
51622310;SLHVL;Kaufmann/Kauffrau für Spedition und Logistikdienst;Kaufmann/Kauffrau für Spedition und Logistikdienstleistung Handwerk
28332371;MSMMH;Maßschuhmacher/in FR Maßschuhe;Maßschuhmacher/in FR Maßschuhe
41422001;EMP;Edelmetallprüfer/Edelmetallprüferin;Edelmetallprüfer/Edelmetallprüferin
99999071;FSMst-EL;FS Mst Elektrotechniker/-in;FS Mst Elektrotechniker/-in
99999037;FSTe-LT-BS;FS Te Fr Lebensmitteltechn. Sp Back- und Süßwaren;FS Te Fr Lebensmitteltechn. Sp Back- und Süßwaren
43102322;FISHIK;Fachinformatiker/in FR Systemintegration Handwerk ;Fachinformatiker/in FR Systemintegration Handwerk ausgelaufener Beruf
41422010;EPIMB;Edelmetallprüfer/in;Edelmetallprüfer/in
28222008;TMN;Textil- und Modenäher/Textil- und Modenäherin;Textil- und Modenäher/Textil- und Modenäherin
24412390-MB;MBFHMM;Fachpraktiker/in für Metallbau (§42r HwO) Handwerk;Fachpraktiker/in für Metallbau (§42r HwO) Handwerk
34332010;FKKA;Fachkraft für Kreislauf- und Abfallwirtschaft;Fachkraft für Kreislauf- und Abfallwirtschaft
52422001;BISCH;Binnenschiffer/Binnenschifferin;Binnenschiffer/Binnenschifferin
99999023;FSTe-BT-HB;FS Te Fr Bautechnik Sp Hochbau;FS Te Fr Bautechnik Sp Hochbau
33312030;IFAIAB;Isolierfacharbeiter/in;Isolierfacharbeiter/in
93542004-MO;SLhM;Schilder- und Lichtreklamehersteller/Schilder- und;Schilder- und Lichtreklamehersteller/Schilder- und Lichtreklameherstellerin - Schwerpunkt Montage
23122003;PMT;Packmitteltechnologe/Packmitteltechnologin;Packmitteltechnologe/Packmitteltechnologin
93222001;GVM;Gestalter für visuelles Marketing/Gestalterin für ;Gestalter für visuelles Marketing/Gestalterin für visuelles Marketing
24412010-KT;MB-KT;Metallbauer/Metallbauerin - Fachrichtung Konstrukt;Metallbauer/Metallbauerin - Fachrichtung Konstruktionstechnik
53132310;WFMHSU;Werkfeuerwehrmann/Werkfeuerwehrfrau Handwerk;Werkfeuerwehrmann/Werkfeuerwehrfrau Handwerk
26312270-IT;EFITSIME;Fachpraktiker/in für IT-Systeme (§66 BBiG);Fachpraktiker/in für IT-Systeme (§66 BBiG)
99999081;FSMst-VE-AW;FS Mst Versorgung und Entsorgung Sp Abwasser;FS Mst Versorgung und Entsorgung Sp Abwasser
28222450;MOHTL;Modist/in Handwerk;Modist/in Handwerk
34332060;FPRIGV;Fachpraktiker/in für Recycling;Fachpraktiker/in für Recycling
83212050-PD;FPPDIET;Fachpraktiker/in für personale Dienstleistungen (§;Fachpraktiker/in für personale Dienstleistungen (§66 BBiG) Industrie
28312020;GEITL;Gerber/in Industrie;Gerber/in Industrie
22103057;VKDSKI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Kunststofffenster Industrie
32202020-KA;TBIHTKA;Tiefbaufacharbeiter/in SP Kanalbauarbeiten;Tiefbaufacharbeiter/in SP Kanalbauarbeiten
63302310;FGHTH;Fachkraft im Gastgewerbe Handwerk;Fachkraft im Gastgewerbe Handwerk
73202003-LV;VFA-LV;Verwaltungsfachangestellter/Verwaltungsfachangeste;Verwaltungsfachangestellter/Verwaltungsfachangestellte - Fachrichtung Landesverwaltung
21112022;BMTIRK;Berg- und Maschinenmann FR Transport und Instandha;Berg- und Maschinenmann FR Transport und Instandhaltung
93412310;KEHPK;Keramiker/in;Keramiker/in
24132022;GMDIMM;Gießereimechaniker/in FR Druck- und Kokillenguss;Gießereimechaniker/in FR Druck- und Kokillenguss
33302320;ABFHAB;Ausbaufacharbeiter/in (§42r HwO);Ausbaufacharbeiter/in (§42r HwO)
34233010;MKTIGVDS;Mechatroniker/in für Kältetechnik + duales Studium;Mechatroniker/in für Kältetechnik + duales Studium
32202020-GL;TBIHTGL;Tiefbaufacharbeiter/in SP Gleisbauarbeiten;Tiefbaufacharbeiter/in SP Gleisbauarbeiten
63212002;KHM;Kaufmann für Hotelmanagement/Kauffrau für Hotelman;Kaufmann für Hotelmanagement/Kauffrau für Hotelmanagement
43112340-DS;KDMDS;Kaufmann/Kauffrau für Digitalisierungsmanagement +;Kaufmann/Kauffrau für Digitalisierungsmanagement + duales Studium
21212041;NSMIRK;Naturwerksteinmechaniker/in FR Maschinenbearbeitun;Naturwerksteinmechaniker/in FR Maschinenbearbeitungstechnik
41322040-TT;TLTIMB;Textillaborant/in SP Textittechnik;Textillaborant/in SP Textittechnik
